variant,nl,exact_match,latency_ms
baseline,filtra transacciones cuyo Total sea mayor a 120,True,0.000
baseline,filtra transacciones cuyo Total sea mayor a 700,True,0.000
baseline,filtra transacciones cuyo Total sea mayor a 999,True,0.000
baseline,filtra transacciones cuyo Total sea mayor a 300,True,0.000
baseline,filtra transacciones cuyo Total sea mayor a 150,True,0.000
baseline,filtra transacciones cuyo Total sea mayor a 80,True,0.000
baseline,filtra transacciones cuyo Total sea mayor a 200,True,0.000
baseline,filtra transacciones cuyo Total sea mayor a 700,True,0.000
baseline,filtra transacciones cuyo Total sea mayor a 200,True,0.000
baseline,filtra transacciones cuyo Total sea mayor a 300,True,0.000
baseline,filtra transacciones cuyo Total sea mayor a 300,True,0.000
baseline,filtra transacciones cuyo Total sea mayor a 700,True,0.000
baseline,filtra transacciones cuyo Total sea mayor a 50,True,0.000
baseline,filtra transacciones cuyo Total sea mayor a 150,True,0.000
baseline,filtra transacciones cuyo Total sea mayor a 250,True,0.000
baseline,filtra transacciones cuyo Total sea mayor a 300,True,0.000
baseline,filtra transacciones cuyo Total sea mayor a 150,True,0.000
baseline,filtra transacciones cuyo Total sea mayor a 999,True,0.000
baseline,filtra transacciones cuyo Total sea mayor a 50,True,0.000
baseline,filtra transacciones cuyo Total sea mayor a 430,True,0.000
baseline,filtra transacciones cuyo Total sea mayor a 999,True,0.000
baseline,filtra transacciones cuyo Total sea mayor a 100,True,0.000
baseline,filtra transacciones cuyo Total sea mayor a 300,True,0.000
baseline,filtra transacciones cuyo Total sea mayor a 80,True,0.000
baseline,filtra transacciones cuyo Total sea mayor a 999,True,0.000
baseline,filtra transacciones cuyo Total sea mayor a 500,True,0.000
baseline,filtra transacciones cuyo Total sea mayor a 80,True,0.000
baseline,filtra transacciones cuyo Total sea mayor a 500,True,0.000
baseline,filtra transacciones cuyo Total sea mayor a 200,True,0.000
baseline,filtra transacciones cuyo Total sea mayor a 200,True,0.000
baseline,filtra transacciones cuyo Total sea mayor a 999,True,0.000
baseline,filtra transacciones cuyo Total sea mayor a 120,True,0.000
baseline,filtra transacciones cuyo Total sea mayor a 300,True,0.000
baseline,filtra transacciones cuyo Total sea mayor a 120,True,0.000
baseline,filtra transacciones cuyo Total sea mayor a 80,True,0.000
baseline,filtra transacciones cuyo Total sea mayor a 120,True,0.000
baseline,filtra transacciones cuyo Total sea mayor a 80,True,0.000
baseline,filtra transacciones cuyo Total sea mayor a 250,True,0.000
baseline,filtra transacciones cuyo Total sea mayor a 200,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 200,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 250,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 430,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 700,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 300,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 200,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 100,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 80,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 50,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 999,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 500,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 250,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 50,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 50,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 250,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 100,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 250,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 300,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 500,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 50,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 250,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 50,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 100,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 999,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 100,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 200,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 200,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 250,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 300,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 500,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 300,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 500,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 100,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 150,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 500,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 300,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 300,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 430,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 50,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 700,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 80,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 200,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 100,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 999,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 250,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 200,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 500,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 500,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 250,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 500,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 999,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 100,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 250,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 300,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 300,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 200,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 80,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 250,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 999,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 700,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 300,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 120,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 700,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 999,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 300,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 150,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 80,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 200,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 700,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 200,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 300,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 300,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 700,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 50,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 150,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 250,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 300,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 150,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 999,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 50,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 430,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 999,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 100,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 300,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 80,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 999,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 500,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 80,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 500,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 200,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 200,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 999,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 120,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 300,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 120,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 80,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 120,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 80,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 250,True,0.000
variant1_operator_gte,filtra transacciones cuyo Total sea mayor a 200,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 200,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 250,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 430,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 700,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 300,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 200,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 100,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 80,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 50,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 999,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 500,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 250,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 50,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 50,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 250,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 100,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 250,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 300,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 500,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 50,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 250,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 50,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 100,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 999,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 100,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 200,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 200,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 250,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 300,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 500,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 300,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 500,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 100,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 150,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 500,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 300,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 300,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 430,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 50,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 700,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 80,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 200,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 100,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 999,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 250,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 200,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 500,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 500,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 250,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 500,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 999,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 100,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 250,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 300,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 300,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 200,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 80,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 250,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 999,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 700,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 300,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 120,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 700,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 999,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 300,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 150,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 80,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 200,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 700,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 200,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 300,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 300,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 700,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 50,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 150,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 250,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 300,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 150,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 999,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 50,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 430,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 999,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 100,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 300,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 80,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 999,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 500,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 80,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 500,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 200,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 200,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 999,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 120,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 300,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 120,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 80,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 120,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 80,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 250,True,0.000
variant2_with_projection,filtra transacciones cuyo Total sea mayor a 200,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 200,True,1.006
real_agent,filtra transacciones cuyo Total sea mayor a 250,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 430,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 700,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 300,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 200,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 100,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 80,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 50,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 999,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 500,True,1.452
real_agent,filtra transacciones cuyo Total sea mayor a 250,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 50,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 50,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 250,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 100,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 250,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 300,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 500,True,1.013
real_agent,filtra transacciones cuyo Total sea mayor a 50,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 250,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 50,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 100,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 999,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 100,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 200,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 200,True,0.990
real_agent,filtra transacciones cuyo Total sea mayor a 250,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 300,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 500,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 300,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 500,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 100,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 150,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 500,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 300,True,1.005
real_agent,filtra transacciones cuyo Total sea mayor a 300,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 430,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 50,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 700,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 80,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 200,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 100,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 999,True,0.995
real_agent,filtra transacciones cuyo Total sea mayor a 250,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 200,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 500,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 500,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 250,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 500,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 999,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 100,True,1.008
real_agent,filtra transacciones cuyo Total sea mayor a 250,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 300,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 300,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 200,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 80,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 250,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 999,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 700,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 300,True,0.999
real_agent,filtra transacciones cuyo Total sea mayor a 120,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 700,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 999,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 300,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 150,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 80,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 200,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 700,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 200,True,1.000
real_agent,filtra transacciones cuyo Total sea mayor a 300,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 300,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 700,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 50,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 150,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 250,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 300,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 150,True,1.455
real_agent,filtra transacciones cuyo Total sea mayor a 999,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 50,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 430,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 999,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 100,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 300,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 80,True,1.009
real_agent,filtra transacciones cuyo Total sea mayor a 999,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 500,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 80,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 500,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 200,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 200,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 999,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 120,True,1.005
real_agent,filtra transacciones cuyo Total sea mayor a 300,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 120,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 80,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 120,True,0.000
real_agent,filtra transacciones cuyo Total sea mayor a 80,True,0.000
